Atualizado em: 2025-01-27
"Aeroporto_Origem_Designador_OACI";"Aeroporto_Origem_Nome_UF_Pais ";"Aeroporto_Destino_Designador_OACI";"Aeroporto_Destino_Nome_UF_Pais";"Etapas_Previstas";"Percentuais_de_Cancelamentos";"Percentuais_de_Atrasos_superiores_a_30_minutos";"Percentuais_de_Atrasos_superiores_a_60_minutos"
"SBNF";"MINISTRO VICTOR KONDER(SC, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"97";"0";"9,28";"1,03"
"SBNF";"MINISTRO VICTOR KONDER(SC, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"188";"2,13";"3,8";"1,09"
"SBNF";"MINISTRO VICTOR KONDER(SC, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"145";"11,03";"3,88";"1,55"
"SBNF";"MINISTRO VICTOR KONDER(SC, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"4";"0";"0";"0"
"SBNF";"MINISTRO VICTOR KONDER(SC, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"318";"3,77";"11,76";"4,25"
"SBNF";"MINISTRO VICTOR KONDER(SC, BRASIL)";"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"5";"0";"0";"0"
"SBNM";"SANTO ÂNGELO(RS, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"13";"0";"0";"0"
"SBNM";"SANTO ÂNGELO(RS, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"16";"6,25";"13,33";"0"
"SBNM";"SANTO ÂNGELO(RS, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"11";"0";"0";"0"
"SBPA";"SALGADO FILHO(RS, BRASIL)";"MPTO";"TOCUMEN INTL(PANAMÁ)";"8";"0";"12,5";"12,5"
"SBPA";"SALGADO FILHO(RS, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"89";"2,25";"13,79";"6,9"
"SBPA";"SALGADO FILHO(RS, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"31";"3,23";"23,33";"6,67"
"SBPA";"SALGADO FILHO(RS, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"91";"1,1";"6,67";"1,11"
"SBPA";"SALGADO FILHO(RS, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"221";"0,45";"7,73";"3,64"
"SBPA";"SALGADO FILHO(RS, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"394";"0,76";"18,93";"5,88"
"SBPA";"SALGADO FILHO(RS, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"219";"5,48";"18,36";"4,83"
"SBPA";"SALGADO FILHO(RS, BRASIL)";"SBNM";"SANTO ÂNGELO(RS, BRASIL)";"11";"0";"0";"0"
"SBPA";"SALGADO FILHO(RS, BRASIL)";"SBPK";"PELOTAS(RS, BRASIL)";"13";"0";"7,69";"7,69"
"SBPA";"SALGADO FILHO(RS, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"4";"0";"25";"0"
"SBPA";"SALGADO FILHO(RS, BRASIL)";"SBSM";"SANTA MARIA(RS, BRASIL)";"16";"6,25";"13,33";"6,67"
"SBPA";"SALGADO FILHO(RS, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"586";"2,05";"13,94";"4,7"
"SBPA";"SALGADO FILHO(RS, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"12";"0";"8,33";"0"
"SBPA";"SALGADO FILHO(RS, BRASIL)";"SBUG";"RUBEM BERTA(RS, BRASIL)";"7";"14,29";"0";"0"
"SBPB";"AEROPORTO INTERNACIONAL DE PARNAÍBA / PREFEITO DOUTOR JOÃO SILVA FILHO(PI, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"9";"22,22";"0";"0"
"SBPB";"AEROPORTO INTERNACIONAL DE PARNAÍBA / PREFEITO DOUTOR JOÃO SILVA FILHO(PI, BRASIL)";"SBJE";"JERICOACORA(CE, BRASIL)";"13";"53,85";"16,67";"16,67"
"SBPB";"AEROPORTO INTERNACIONAL DE PARNAÍBA / PREFEITO DOUTOR JOÃO SILVA FILHO(PI, BRASIL)";"SSRS";"BARREIRINHAS(MA, BRASIL)";"13";"38,46";"25";"12,5"
"SBPF";"LAURO KURTZ(RS, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"52";"1,92";"7,84";"0"
"SBPF";"LAURO KURTZ(RS, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"31";"9,68";"3,57";"3,57"
"SBPF";"LAURO KURTZ(RS, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"7";"14,29";"16,67";"0"
"SBPG";"COMANDANTE ANTONIO AMILTON BERALDO(PR, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"17";"17,65";"35,71";"7,14"
"SBPJ";"BRIGADEIRO LYSIAS RODRIGUES(TO, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"59";"0";"1,69";"1,69"
"SBPJ";"BRIGADEIRO LYSIAS RODRIGUES(TO, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"21";"19,05";"5,88";"5,88"
"SBPJ";"BRIGADEIRO LYSIAS RODRIGUES(TO, BRASIL)";"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"30";"10";"7,41";"3,7"
"SBPJ";"BRIGADEIRO LYSIAS RODRIGUES(TO, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"94";"0";"2,13";"1,06"
"SBPJ";"BRIGADEIRO LYSIAS RODRIGUES(TO, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"31";"19,35";"28";"12"
"SBPJ";"BRIGADEIRO LYSIAS RODRIGUES(TO, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"7";"0";"0";"0"
"SBPK";"PELOTAS(RS, BRASIL)";"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"12";"0";"0";"0"
"SBPK";"PELOTAS(RS, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"13";"0";"0";"0"
"SBPK";"PELOTAS(RS, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"9";"0";"22,22";"0"
"SBPK";"PELOTAS(RS, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"13";"0";"7,69";"7,69"
"SBPL";"SENADOR NILO COELHO(PE, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"101";"0";"8,91";"2,97"
"SBPL";"SENADOR NILO COELHO(PE, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"23";"0";"0";"0"
"SBPL";"SENADOR NILO COELHO(PE, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"60";"0";"5";"3,33"
"SBPO";"JUVENAL LOUREIRO CARDOSO(PR, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"15";"6,67";"14,29";"0"
"SBPO";"JUVENAL LOUREIRO CARDOSO(PR, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"16";"6,25";"40";"20"
"SBPP";"PONTA PORÃ(MS, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"17";"11,76";"13,33";"6,67"
"SBPS";"PORTO SEGURO(BA, BRASIL)";"SABE";"JORGE NEWBERY AIRPORT(ARGENTINA)";"6";"33,33";"0";"0"
"SBPS";"PORTO SEGURO(BA, BRASIL)";"SAEZ";"MINISTRO PISTARINI INTERNATIONAL AIRPORT (EZEIZA INTERNATIONAL AIRPORT)(ARGENTINA)";"5";"0";"20";"20"
"SBPS";"PORTO SEGURO(BA, BRASIL)";"SBAE";"AEROPORTO ESTADUAL DE BAURU-AREALVA / MOUSSA NAKHL TOBIAS(SP, BRASIL)";"4";"0";"25";"25"
"SBPS";"PORTO SEGURO(BA, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"35";"0";"2,86";"0"
"SBPS";"PORTO SEGURO(BA, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"162";"1,85";"16,98";"6,92"
"SBPS";"PORTO SEGURO(BA, BRASIL)";"SBCG";"CAMPO GRANDE(MS, BRASIL)";"4";"0";"0";"0"
"SBPS";"PORTO SEGURO(BA, BRASIL)";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"4";"0";"0";"0"
"SBPS";"PORTO SEGURO(BA, BRASIL)";"SBDN";"PRESIDENTE PRUDENTE(SP, BRASIL)";"8";"0";"12,5";"0"
"SBPS";"PORTO SEGURO(BA, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"35";"0";"0";"0"
"SBPS";"PORTO SEGURO(BA, BRASIL)";"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"12";"0";"8,33";"8,33"
"SBPS";"PORTO SEGURO(BA, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"185";"5,41";"5,71";"1,14"
"SBPS";"PORTO SEGURO(BA, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"79";"6,33";"9,46";"2,7"
"SBPS";"PORTO SEGURO(BA, BRASIL)";"SBLO";"GOVERNADOR JOSÉ RICHA(PR, BRASIL)";"3";"0";"0";"0"
"SBPS";"PORTO SEGURO(BA, BRASIL)";"SBMK";"MÁRIO RIBEIRO(MG, BRASIL)";"13";"7,69";"25";"25"
"SBPS";"PORTO SEGURO(BA, BRASIL)";"SBRJ";"SANTOS DUMONT(RJ, BRASIL)";"26";"0";"15,38";"3,85"
"SBPS";"PORTO SEGURO(BA, BRASIL)";"SBRP";"LEITE LOPES(SP, BRASIL)";"12";"8,33";"27,27";"18,18"
"SBPS";"PORTO SEGURO(BA, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"155";"1,94";"11,84";"6,58"
"SBPS";"PORTO SEGURO(BA, BRASIL)";"SBSR";"PROFESSOR ERIBERTO MANOEL REINO(SP, BRASIL)";"7";"0";"14,29";"14,29"
"SBPS";"PORTO SEGURO(BA, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"11";"0";"9,09";"0"
"SBPS";"PORTO SEGURO(BA, BRASIL)";"SBUL";"TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL)";"28";"0";"14,29";"0"
"SBPS";"PORTO SEGURO(BA, BRASIL)";"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"4";"0";"0";"0"
"SBPV";"GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA(RO, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"58";"1,72";"5,26";"3,51"
"SBPV";"GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA(RO, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"26";"3,85";"8";"4"
"SBPV";"GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA(RO, BRASIL)";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"3";"0";"33,33";"33,33"
"SBPV";"GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA(RO, BRASIL)";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"31";"0";"16,13";"0"
"SBPV";"GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA(RO, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"37";"0";"8,11";"5,41"
"SBPV";"GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA(RO, BRASIL)";"SBJI";"JI-PARANÁ(RO, BRASIL)";"5";"0";"20";"0"
"SBPV";"GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA(RO, BRASIL)";"SBRB";"PLÁCIDO DE CASTRO(AC, BRASIL)";"29";"0";"6,9";"3,45"
"SBPV";"GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA(RO, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"5";"0";"0";"0"
"SBRB";"PLÁCIDO DE CASTRO(AC, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"75";"0";"0";"0"
"SBRB";"PLÁCIDO DE CASTRO(AC, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"29";"0";"10,34";"6,9"
"SBRB";"PLÁCIDO DE CASTRO(AC, BRASIL)";"SBCZ";"CRUZEIRO DO SUL(AC, BRASIL)";"16";"0";"12,5";"0"
"SBRB";"PLÁCIDO DE CASTRO(AC, BRASIL)";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"15";"0";"20";"0"
"SBRB";"PLÁCIDO DE CASTRO(AC, BRASIL)";"SBPV";"GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA(RO, BRASIL)";"31";"3,23";"3,33";"0"
"SBRD";"RONDONÓPOLIS(MT, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"19";"0";"26,32";"10,53"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"KFLL";"FORT LAUDERDALE-HOLLYWOOD INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"7";"14,29";"16,67";"0"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"KMCO";"ORLANDO INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"13";"7,69";"8,33";"0"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"LPPT";"LISBOA(PORTUGAL)";"43";"0";"11,63";"9,3"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SABE";"JORGE NEWBERY AIRPORT(ARGENTINA)";"4";"0";"50";"0"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SAEZ";"MINISTRO PISTARINI INTERNATIONAL AIRPORT (EZEIZA INTERNATIONAL AIRPORT)(ARGENTINA)";"2";"0";"0";"0"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBAE";"AEROPORTO ESTADUAL DE BAURU-AREALVA / MOUSSA NAKHL TOBIAS(SP, BRASIL)";"5";"0";"0";"0"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBAR";"SANTA MARIA(SE, BRASIL)";"58";"3,45";"5,36";"0"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"73";"0";"16,44";"6,85"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"220";"2,27";"8,37";"2,33"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"208";"9,13";"15,87";"2,65"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBCG";"CAMPO GRANDE(MS, BRASIL)";"5";"0";"0";"0"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"9";"0";"11,11";"11,11"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBDN";"PRESIDENTE PRUDENTE(SP, BRASIL)";"4";"0";"25";"25"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"29";"0";"6,9";"0"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBFI";"CATARATAS(PR, BRASIL)";"4";"0";"0";"0"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"5";"0";"40";"0"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBFN";"FERNANDO DE NORONHA(PE, BRASIL)";"252";"0,4";"3,19";"0,4"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"170";"0,59";"7,1";"3,55"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"319";"3,13";"8,74";"2,59"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"79";"1,27";"12,82";"1,28"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"519";"4,05";"10,44";"4,42"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"59";"5,08";"8,93";"5,36"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBJU";"ORLANDO BEZERRA DE MENEZES(CE, BRASIL)";"29";"0";"13,79";"0"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBKG";"PRESIDENTE JOÃO SUASSUNA(PB, BRASIL)";"55";"3,64";"3,77";"1,89"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"219";"6,39";"8,29";"2,44"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"101";"4,95";"7,29";"2,08"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBMS";"DIX-SEPT ROSADO(RN, BRASIL)";"16";"0";"12,5";"12,5"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBNF";"MINISTRO VICTOR KONDER(SC, BRASIL)";"4";"0";"0";"0"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"4";"0";"50";"0"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBPJ";"BRIGADEIRO LYSIAS RODRIGUES(TO, BRASIL)";"7";"0";"0";"0"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBPL";"SENADOR NILO COELHO(PE, BRASIL)";"61";"0";"3,28";"1,64"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBPV";"GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA(RO, BRASIL)";"5";"0";"0";"0"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBRP";"LEITE LOPES(SP, BRASIL)";"13";"0";"7,69";"7,69"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBSG";"GOVERNADOR ALUIZIO ALVES(RN, BRASIL)";"95";"3,16";"7,61";"5,43"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"51";"0";"17,65";"0"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"362";"1,1";"10,06";"3,91"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBSR";"PROFESSOR ERIBERTO MANOEL REINO(SP, BRASIL)";"14";"0";"7,14";"0"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"187";"0,53";"6,45";"2,69"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBTE";"SENADOR PETRÔNIO PORTELLA(PI, BRASIL)";"53";"0";"22,64";"9,43"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBUL";"TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL)";"9";"22,22";"0";"0"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"29";"0";"34,48";"6,9"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SCEL";"COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT(CHILE)";"4";"0";"75";"0"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SGAS";"SILVIO PETTIROSSI INTERNATIONAL AIRPORT(PARAGUAI)";"3";"0";"0";"0"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SJZA";"PEDRO VIEIRA MOREIRA(PB, BRASIL)";"7";"14,29";"0";"0"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SNAB";"ARARIPINA(PE, BRASIL)";"7";"0";"0";"0"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SNGN";"GARANHUNS(PE, BRASIL)";"7";"14,29";"16,67";"0"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SNHS";"SANTA MAGALHÃES(PE, BRASIL)";"7";"0";"14,29";"0"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SNRU";"OSCAR LARANJEIRAS(PE, BRASIL)";"7";"57,14";"33,33";"0"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SNTS";"PEREGRINO FILHO(PB, BRASIL)";"4";"100";"0";"0"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SUMU";"CARRASCO GRAL. CESÁREO L. BERISSO INTERNATIONAL AIRPORT(URUGUAI)";"8";"0";"25";"12,5"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SWKQ";"SERRA DA CAPIVARA/SÃO RAIMUNDO NONATO(PI, BRASIL)";"14";"0";"7,14";"7,14"
"SBRJ";"SANTOS DUMONT(RJ, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"391";"1,53";"3,12";"0,52"
"SBRJ";"SANTOS DUMONT(RJ, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"147";"0,68";"18,49";"4,11"
"SBRJ";"SANTOS DUMONT(RJ, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"121";"0";"12,4";"6,61"
"SBRJ";"SANTOS DUMONT(RJ, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"221";"2,26";"15,28";"4,63"
"SBRJ";"SANTOS DUMONT(RJ, BRASIL)";"SBPS";"PORTO SEGURO(BA, BRASIL)";"26";"0";"7,69";"0"
"SBRJ";"SANTOS DUMONT(RJ, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"1538";"5,59";"13,22";"5,23"
"SBRJ";"SANTOS DUMONT(RJ, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"12";"0";"16,67";"8,33"
"SBRP";"LEITE LOPES(SP, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"26";"100";"0";"0"
"SBRP";"LEITE LOPES(SP, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"47";"2,13";"17,39";"4,35"
"SBRP";"LEITE LOPES(SP, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"58";"6,9";"11,11";"7,41"
"SBRP";"LEITE LOPES(SP, BRASIL)";"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"3";"0";"33,33";"33,33"
"SBRP";"LEITE LOPES(SP, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"143";"11,89";"19,05";"6,35"
"SBRP";"LEITE LOPES(SP, BRASIL)";"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"13";"0";"15,38";"0"
"SBRP";"LEITE LOPES(SP, BRASIL)";"SBPS";"PORTO SEGURO(BA, BRASIL)";"12";"8,33";"27,27";"9,09"
"SBRP";"LEITE LOPES(SP, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"13";"23,08";"10";"0"
"SBRP";"LEITE LOPES(SP, BRASIL)";"SBSG";"GOVERNADOR ALUIZIO ALVES(RN, BRASIL)";"4";"0";"0";"0"
"SBRP";"LEITE LOPES(SP, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"120";"1,67";"11,02";"6,78"
"SBSG";"GOVERNADOR ALUIZIO ALVES(RN, BRASIL)";"LPPT";"LISBOA(PORTUGAL)";"30";"0";"3,33";"0"
"SBSG";"GOVERNADOR ALUIZIO ALVES(RN, BRASIL)";"SAEZ";"MINISTRO PISTARINI INTERNATIONAL AIRPORT (EZEIZA INTERNATIONAL AIRPORT)(ARGENTINA)";"5";"0";"20";"0"
"SBSG";"GOVERNADOR ALUIZIO ALVES(RN, BRASIL)";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"5";"0";"20";"20"
"SBSG";"GOVERNADOR ALUIZIO ALVES(RN, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"85";"0";"2,35";"1,18"
"SBSG";"GOVERNADOR ALUIZIO ALVES(RN, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"51";"5,88";"16,67";"8,33"
"SBSG";"GOVERNADOR ALUIZIO ALVES(RN, BRASIL)";"SBDN";"PRESIDENTE PRUDENTE(SP, BRASIL)";"5";"0";"20";"0"
"SBSG";"GOVERNADOR ALUIZIO ALVES(RN, BRASIL)";"SBFN";"FERNANDO DE NORONHA(PE, BRASIL)";"4";"25";"33,33";"0"
"SBSG";"GOVERNADOR ALUIZIO ALVES(RN, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"31";"0";"6,45";"3,23"
"SBSG";"GOVERNADOR ALUIZIO ALVES(RN, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"89";"0";"1,12";"0"
"SBSG";"GOVERNADOR ALUIZIO ALVES(RN, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"234";"1,28";"8,23";"1,3"
